sources,references,translations
This open.,Aussi ouvert.,C'est ouvert.
"What's the bad news?""",Quelle est la mauvaise nouvelle ?,C'est quoi la mauvaise nouvelle ?
"The lot is crowded, but we get lucky with a spot close to the entrance.","Ce dernier est bondé, mais nous avons la chance d'avoir une place près de l'entrée.","Le parking est bondé, mais on a la chance de trouver une place près de l'entrée."
It's also the reason why we're here.,C'est aussi la raison pour laquelle nous sommes ici.,C'est aussi pour ça qu'on est là.
I thought we had a chance to make this work.,Je pensais que nous avions une chance de faire en sorte que ça marche.,Je pensais qu'on avait une chance de faire marcher ça.
"""I'm not saying what he did was right, it's ten different flavors of wrong, but...""","Je ne dis pas que ce qu'il a fait est bien, le mal peut prendre plusieurs formes, mais...","je dis pas que ce qu'il a fait était cool, c'est carrément pas cool, mais.."
"The kid is so grateful to John, it's heartwarming.",Le jeune homme est si reconnaissant envers John que cela fait chaud au cœur.,"Le gamin est tellement reconnaissant envers John, c'est trop touchant."
"The smoke billowed and curved like a dark, beastly creature and Chase blinked back tears as it stung his eyes.","La fumée ondulait et se courbait comme une créature sombre et bestiale, et Chase essuya ses larmes quand elle lui piqua les yeux.","La fumée tourbillonnait et ondulait comme une créature sombre et bestiale, et Chase cligna des yeux pour retenir ses larmes, car ça lui piquait les yeux."
He could finally breathe.,Il pourrait finalement respirer.,Il pouvait enfin respirer.
A total loss for sure.,"Une perte totale, c'était sûr.","Une perte totale, c'est sûr."
"He shouldn't have given in to his desires, and he was mad at himself.","Il n'aurait pas dû céder à ses désirs, et il s'en voulait.","Il n'aurait pas dû céder à ses envies, et il était énervé contre lui-même."
"""Medical bills.""",Des factures d'hôpital à payer.,« Les frais médicaux. »
"""You didn't answer your cell.",Tu n'as pas répondu à ton téléphone portable.,t'as pas répondu à ton portable.
"""We've become family to each other.",... Nous sommes devenus une famille l'un pour l'autre.,on est devenus comme une famille les uns pour les autres.
People would still buy.,Les gens achèteraient quand même.,Les gens continueraient à acheter.
"He'd fight it, fight for her.","Il se battrait, se battrait pour elle.","Il se battrait, se battrait pour elle."
It was none of her business why and where he went.,Ce n'était pas ses affaires de savoir pourquoi et où il allait.,Ça ne la regardait pas de savoir pourquoi et où il allait.
"""Burton,"" he corrects me, but his eyes are liquid.","Burton, me corrige-t-il, mais ses yeux sont liquides.","« Burton », me dit-il, mais ses yeux sont pleins d'émotion."
"His fingers are a little calloused, though less than I would have thought for a man that worked with his hands.","Ses doigts sont un peu calleux, mais moins que je ne l'aurais cru pour un homme qui travaille avec ses mains.","Ses doigts sont un peu calleux, mais moins que ce que j'aurais pensé pour un gars qui bosse avec ses mains."
"""She's mad at you.""",Elle est en colère contre toi.,elle est fâchée contre toi
"She'd sit on the bar's deck, pretending to read and watching the patrons.","Elle s'asseyait à la terrasse du bar, faisant semblant de lire et observant les clients.","Elle s'asseyait sur la terrasse du bar, faisant semblant de lire tout en regardant les clients."
That's what hurts – so much.,C'est ce qui fait mal  tellement mal.,"C'est ça qui fait mal, vraiment mal."
"My mood has improved dramatically since he told me he was coming, and I'm smiling already.","Mon humeur s'est considérablement améliorée depuis qu'il m'a dit qu'il venait, et je souris déjà.","Depuis qu'il m'a dit qu'il venait, je suis super contente et j'ai déjà le sourire aux lèvres."
"She pressed her body against his, and heat tingled in his abdomen.","Elle pressa son corps contre le sien, et sa chaleur lui picota l'abdomen.","Elle s'est collée contre lui, et il a senti une chaleur lui monter dans le ventre."
"For the first time since the storm, he was glad the electricity was out.","Pour la première fois depuis l'orage, il était content que l'électricité soit coupée.","Pour la première fois depuis la tempête, il était content qu'il n'y ait plus d'électricité."
"That all happened when she was diagnosed with myeloma, bone marrow cancer.","Tout cela est arrivé quand on lui a diagnostiqué un myélome, un cancer de la moelle osseuse.","Tout ça s'est passé quand on lui a dit qu'elle avait un myélome, un cancer de la moelle osseuse."
"""Go change those wet clothes before you catch a cold.""",Va changer ces vêtements mouillés avant d'attraper froid.,va changer tes fringues mouillées avant de choper un rhume
Check flashlight batteries?,Vérifier les piles de la lampe de poche ?,Tu peux vérifier les piles de la lampe de poche ?
"Surprising she could read and write, given the times.""","Il est surprenant qu'elle ait su lire et écrire, compte tenu de l'époque.","C'est surprenant qu'elle savait lire et écrire, vu l'époque"
"""So much so, that I want you to do the same thing for the rest of Carta Hotels.""",À tel point que je veux que tu fasses la même chose pour le reste des hôtels Carta.,à tel point que je veux que tu fasses la même chose pour tous les autres hôtels Carta
"""Better figure it out soon.""",Tu ferais mieux de t'en rendre-compte rapidement.,« Tu ferais mieux de te décider vite. »
We made it through the storm with minimal damage.,Nous avons traversé la tempête avec un minimum de dégâts.,On a réussi à passer la tempête avec un minimum de dégâts.
"Sharing with a mate from uni, who has since moved.",Je partageais le logement avec un ami de l'université qui a déménagé depuis.,"Je partageais avec un pote de la fac, qui a déménagé depuis."
Come Undone: Romance Stories Inspired by the Music of Duran Duran,Come Undone : Histoires d'amour inspirées par la musique de Duran Duran,Come Undone : Histoires d'amour inspirées par la musique de Duran Duran
And now he was planning to leave her behind and farm some dry land somewhere a million miles away.,"Et maintenant, il prévoyait de la laisser derrière lui et de cultiver une terre aride quelque part à un million de kilomètres d'ici.","Et maintenant, il pensait la laisser et cultiver un bout de terre aride à des milliers de kilomètres de là."
"I squirt a generous amount over my fingers and slick his cock, encouraging him to pump into my hand.","J'en verse une quantité généreuse sur mes doigts et j'enduis sa bite, l'encourageant à pomper dans ma main.","Je mets plein de lubrifiant sur mes doigts et je lui caresse la bite, en lui disant de se frotter contre ma main."
Inna might have her already.,Inna l'avait peut-être déjà attrapé.,Inna l'a peut-être déjà.
"The first time that he'd heard her humming, he'd squeezed his eyes shut and waited for the pain to explode in his head, only to have the soft, hypnotic sound slowly lull him to sleep.","La première fois qu'il l'avait entendu, il avait fermé ses yeux et attendu que la douleur explose dans sa tête, mais ce fut le contraire.","La première fois qu'il l'avait entendue fredonner, il avait fermé les yeux et attendu que la douleur explose dans sa tête, mais le son doux et hypnotique l'avait lentement bercé jusqu'à ce qu'il s'endorme."
Towering clouds formed a barricade of weather that was bound to bring a lot of wind and rain to the little island.,Des nuages imposants formaient une enceinte climatique qui allait certainement apporter beaucoup de vent et de pluie sur la petite île.,Des nuages énormes formaient une barrière météo qui allait sûrement apporter beaucoup de vent et de pluie sur la petite île.
She turned the page and found herself frowning as she went through the rest of the list and decided that perhaps she should just get started when she realized that there was a third page.,Elle décida qu'elle ferait mieux de commencer lorsqu'elle réalisa qu'il y avait une troisième page.,Elle a tourné la page et s'est surprise à froncer les sourcils en parcourant le reste de la liste. Elle s'est dit qu'elle ferait peut-être mieux de se mettre au boulot quand elle a vu qu'il y avait une troisième page.
His heart sped as he realized the potential that hung heavily in the moment.,Son cœur s'accéléra lorsqu'il réalisa le potentiel qui planait sur ce moment.,Son cœur s'est mis à battre plus vite quand il a compris le potentiel énorme de ce moment.
"Tears flowed down Mari's cheeks, mixed with the rainfall and the seawater.","Les larmes coulaient sur les joues de Mari, se mêlant à la pluie et à l'eau de mer.","Les larmes coulaient sur les joues de Mari, se mélangeant à la pluie et à l'eau de mer."
"You're foolish to try.""",C'est idiot d'essayer.,T'es bête d'essayer
"""I want to take you somewhere you've been dying to go.",Je veux te faire plaisir et t'emmener dans un endroit où tu meurs d'envie d'aller.,je veux t'emmener dans un endroit où tu rêves d'aller depuis longtemps.
"He's been eye-fucking me since the moment he walked in the door, and I'm finding it harder and harder to resist him with every pull from my glass.","Il me fait de l'œil depuis qu'il a franchi la porte, et j'ai de plus en plus de mal à lui résister à chaque fois que je bois un verre.","Il me mate depuis qu'il est entré, et j'ai de plus en plus de mal à lui résister à chaque gorgée que je prends."
"""The only room I can stand to be in, really, is my bedroom.""","La seule pièce que je peux supporter, c'est ma chambre à coucher.","la seule pièce où je me sens vraiment bien, c'est ma chambre"
She owes me and she knows it.,Elle me doit quelque chose et elle le sait.,Elle me doit un service et elle le sait.
His expression is sober.,Son expression est sérieuse.,Son air est sérieux.
Though the hostage thing might work.,Bien que la prise d'otage semblât être une bonne idée.,"Mais le truc avec les otages, ça pourrait marcher."
"His eyes lock on the place where our bodies join, his expression positively feral.","Ses yeux se fixent sur l'endroit où nos corps se rejoignent, son expression est positivement féroce.","Son regard se fixe sur l'endroit où nos corps se rejoignent, son expression est carrément sauvage."
